住|zhù|verb|to live, to stay|1|11
前|qián|noun|before, earlier than|1|11
北京|Běijīng|proper noun||1|11
天气|tiānqì|noun|weather|1|12
怎么样|zènmeyàng|pronoun|how indicating nature, condition or manner|1|12
太|tài|adverb|too, excessively|1|12
太...了|tài...le|adverb|too, extremely|1|12
热|rè|adjective|hot|1|12
冷|lěng|adjective|cold|1|12
下 雨|xià yǔ|verb|to rain|1|12
下|xià|verb|to fall (of rain, snow etc.)|1|12
雨|yǔ|noun|rain|1|12
小姐|xiǎojiě|noun|miss, young lady|1|12
来|lái|verb|to come|1|12
身体|shēntǐ|noun|body|1|12
爱|ài|verb|to like, to love|1|12
些|xiē|measure word|some, a few|1|12
水果|shuǐguǒ|noun|fruit|1|12
水|shuǐ|noun|water|1|12
喂|wèi|int.|hello, hey|1|13
也|yě|adverb|also, too|1|13
学习|xuéxí|verb|to study, to learn|1|13
学|xué|verb|to study, to learn|1|13
大卫|Dàwèi|proper noun||1|13
上午|shàngwǔ|noun|morning, before noon|1|13
睡觉|shuì jiào|verb|to sleep|1|13
电视|diànshì|noun|television|1|13
喜欢|xǐhuan|verb|to like, to be fond of|1|13
给|gěi|preposition|to|1|13
吧|ba|particle|a modal particle used at the end of a sentence to indicate consultation, a suggestion, request or command|1|13
东西|dōngxī|noun|thing, stuff|1|14
一点儿|yīdiǎnr|numeric measure|a few, a little|1|14
苹果|píngguǒ|noun|apple|1|14
看见|kànjiàn|verb|to see|1|14
先生|xiānshēng|noun|Mr., sir|1|14
开|kāi|verb|to drive|1|14
车|chē|noun|car, vehicle|1|14
回来|huílái|verb|to come back|1|14
分钟|fēnzhōng|noun|minute|1|14
后|hòu|noun|after, afterwards, later|1|14
衣服|yīfú|noun|clothes|1|14
漂亮|piàoliang|adj, |beautiful, pretty|1|14
啊|a|particle|a modal particle used at the end of a sentence as a sign of confirmation or defense|1|14
少|shǎo|adjective|little, few|1|14
不少|bùshǎo|adjective|quite a few, many|1|14
这些|zhèxiē|pronoun|these|1|14
都|dōu|adverb|both, all|1|14
认识|rènshì|verb|to meet, to know|1|15
年|nián|noun|year|1|15
大学|dàxué|noun|college, university|1|15
饭店|fàndiàn|noun|hotel, restaurant|1|15
出租车|chūzūchē|noun|taxi, cab|1|15
一起|yīqǐ|adjective|together|1|15
高兴|gāoxìng|adjective|glad, happy|1|15
听|tīng|verb|to listen|1|15
飞机|fēijī|noun|airplane|1|15
